Age,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
74,412940,436156.0,440379.0,418233.0,411068.0,426288.0,438679.0,437922.0,447455.0,465157.0,489756.0,513448.0,526399.0,540670.0,547434.0,552876.0,569027.0,593030.0,603629.0,601853.0,611225.0,616426.0,616579.0,621482.0,628090.0,636477.0,641655.0,649801.0,658809.0,662326.0,657539.0,645997.0,626598.0,602621.0,578794.0,551967.0,524461.0,501099.0,483269.0,465788.0,452107.0,443483.0,436529.0,429105.0,422230.0,419607.0,413851.0,399717.0,388316.0,383138.0,382052.0,378819.0,378673.0,383904.0,383776.0,379697.0,382671.0,389822.0,393160.0,397542.0,401556.0,409091.0,405491.0,391086.0,385228.0,376539.0,360316.0,352827.0,352070.0,344860.0,331227.0,311895.0,294354.0,278334.0,275399.0,268854.0,263869.0,259265.0,254977.0,250859.0
75,406058,400593.0,423115.0,427211.0,405728.0,398777.0,413542.0,425562.0,424828.0,434076.0,451248.0,475112.0,498096.0,510659.0,524504.0,531065.0,536345.0,552013.0,575298.0,585580.0,583857.0,592949.0,597994.0,598143.0,602899.0,609310.0,617446.0,622469.0,630372.0,639110.0,642522.0,637878.0,626681.0,607862.0,584602.0,561488.0,535463.0,508779.0,486116.0,468819.0,451861.0,438589.0,430223.0,423476.0,416274.0,409605.0,407060.0,401477.0,387765.0,376705.0,371682.0,370628.0,367492.0,367350.0,372425.0,372301.0,368344.0,371229.0,378166.0,381404.0,385655.0,389549.0,396859.0,393367.0,379392.0,373709.0,365280.0,349542.0,342277.0,341543.0,334548.0,321323.0,302569.0,285553.0,270012.0,267164.0,260815.0,255979.0,251513.0,247353.0
76,397628,392777.0,387491.0,409276.0,413238.0,392458.0,385734.0,400016.0,411643.0,410933.0,419878.0,436489.0,459572.0,481804.0,493957.0,507349.0,513695.0,518802.0,533958.0,556481.0,566427.0,564760.0,573555.0,578435.0,578579.0,583180.0,589381.0,597251.0,602109.0,609754.0,618206.0,621507.0,617014.0,606184.0,587980.0,565481.0,543123.0,517949.0,492138.0,470216.0,453485.0,437082.0,424244.0,416151.0,409625.0,402659.0,396208.0,393746.0,388346.0,375082.0,364384.0,359525.0,358506.0,355472.0,355335.0,360244.0,360124.0,356296.0,359087.0,365797.0,368929.0,373041.0,376808.0,383879.0,380501.0,366983.0,361486.0,353333.0,338109.0,331082.0,330372.0,323606.0,310813.0,292673.0,276213.0,261181.0,258426.0,252284.0,247607.0,243287.0
77,376868,383506.0,378828.0,373729.0,394741.0,398562.0,378520.0,372035.0,385810.0,397024.0,396339.0,404966.0,420987.0,443250.0,464693.0,476414.0,489331.0,495451.0,500377.0,514995.0,536718.0,546311.0,544703.0,553185.0,557892.0,558031.0,562469.0,568449.0,576040.0,580725.0,588099.0,596251.0,599434.0,595101.0,584656.0,567098.0,545398.0,523834.0,499554.0,474660.0,453516.0,437380.0,421559.0,409177.0,401372.0,395077.0,388359.0,382137.0,379762.0,374554.0,361761.0,351443.0,346757.0,345774.0,342848.0,342715.0,347450.0,347334.0,343642.0,346334.0,352806.0,355827.0,359793.0,363426.0,370246.0,366988.0,353950.0,348648.0,340784.0,326101.0,319324.0,318639.0,312113.0,299775.0,282279.0,266403.0,251905.0,249248.0,243324.0,238813.0
78,340719,362426.0,368809.0,364311.0,359407.0,379614.0,383288.0,364014.0,357778.0,371025.0,381809.0,381151.0,389447.0,404854.0,426264.0,446885.0,458157.0,470579.0,476464.0,481202.0,495260.0,516150.0,525375.0,523829.0,531986.0,536513.0,536646.0,540914.0,546665.0,553965.0,558471.0,565562.0,573402.0,576463.0,572296.0,562251.0,545366.0,524497.0,503760.0,480410.0,456470.0,436137.0,420619.0,405404.0,393497.0,385991.0,379937.0,373476.0,367493.0,365209.0,360200.0,347898.0,337975.0,333469.0,332523.0,329709.0,329582.0,334135.0,334024.0,330473.0,333062.0,339286.0,342191.0,346005.0,349499.0,356058.0,352924.0,340386.0,335287.0,327725.0,313604.0,307087.0,306428.0,300152.0,288287.0,271462.0,256194.0,242252.0,239696.0,233999.0
79,296110,326706.0,347520.0,353640.0,349327.0,344625.0,364001.0,367524.0,349043.0,343063.0,355765.0,366106.0,365475.0,373430.0,388203.0,408732.0,428505.0,439314.0,451225.0,456868.0,461411.0,474891.0,494921.0,503767.0,502285.0,510106.0,514447.0,514574.0,518667.0,524181.0,531181.0,535502.0,542301.0,549819.0,552754.0,548758.0,539126.0,522936.0,502925.0,483041.0,460651.0,437696.0,418199.0,403319.0,388730.0,377313.0,370116.0,364311.0,358115.0,352379.0,350188.0,345385.0,333589.0,324075.0,319754.0,318847.0,316149.0,316027.0,320392.0,320286.0,316881.0,319364.0,325332.0,328117.0,331774.0,335125.0,341414.0,338409.0,326386.0,321497.0,314246.0,300706.0,294457.0,293825.0,287807.0,276430.0,260297.0,245657.0,232288.0,229838.0
80,306922,283100.0,312352.0,332251.0,338103.0,333979.0,329484.0,348008.0,351377.0,333708.0,327990.0,340134.0,350021.0,349418.0,357023.0,371147.0,390774.0,409678.0,420012.0,431400.0,436795.0,441139.0,454026.0,473176.0,481634.0,480217.0,487694.0,491844.0,491966.0,495879.0,501151.0,507843.0,511974.0,518475.0,525662.0,528468.0,524648.0,515439.0,499960.0,480829.0,461818.0,440412.0,418466.0,399825.0,385599.0,371651.0,360735.0,353855.0,348305.0,342381.0,336897.0,334802.0,330210.0,318933.0,309837.0,305705.0,304838.0,302259.0,302142.0,306315.0,306214.0,302959.0,305333.0,311038.0,313701.0,317197.0,320401.0,326414.0,323541.0,312046.0,307372.0,300439.0,287494.0,281520.0,280916.0,275162.0,264285.0,248861.0,234864.0,222082.0
81,271566,292576.0,269867.0,297752.0,316721.0,322299.0,318368.0,314083.0,331741.0,334953.0,318110.0,312659.0,324235.0,333660.0,333085.0,340335.0,353799.0,372508.0,390529.0,400380.0,411235.0,416378.0,420519.0,432804.0,451058.0,459121.0,457770.0,464898.0,468854.0,468970.0,472700.0,477726.0,484105.0,488043.0,494240.0,501091.0,503766.0,500125.0,491346.0,476591.0,458354.0,440231.0,419826.0,398906.0,381136.0,367575.0,354279.0,343873.0,337315.0,332024.0,326377.0,321150.0,319152.0,314775.0,304025.0,295354.0,291416.0,290589.0,288131.0,288019.0,291997.0,291901.0,288798.0,291061.0,296499.0,299038.0,302370.0,305425.0,311157.0,308418.0,297460.0,293005.0,286396.0,274056.0,268361.0,267785.0,262300.0,251932.0,237229.0,223886.0
82,222117,258110.0,278079.0,256495.0,282998.0,301028.0,306329.0,302593.0,298520.0,315303.0,318356.0,302348.0,297167.0,308169.0,317127.0,316581.0,323472.0,336268.0,354050.0,371178.0,380541.0,390858.0,395747.0,399682.0,411359.0,428708.0,436372.0,435088.0,441862.0,445622.0,445733.0,449278.0,454055.0,460118.0,463861.0,469751.0,476262.0,478805.0,475344.0,467000.0,452976.0,435643.0,418418.0,399024.0,379140.0,362251.0,349362.0,336725.0,326834.0,320601.0,315572.0,310205.0,305237.0,303338.0,299178.0,288961.0,280719.0,276976.0,276190.0,273854.0,273748.0,277529.0,277437.0,274488.0,276639.0,281808.0,284221.0,287388.0,290291.0,295739.0,293136.0,282721.0,278487.0,272205.0,260477.0,255064.0,254516.0,249303.0,239449.0,225474.0
83,238765,210488.0,244596.0,263520.0,243066.0,268181.0,285267.0,290291.0,286750.0,282890.0,298795.0,301688.0,286518.0,281608.0,292034.0,300523.0,300006.0,306536.0,318662.0,335513.0,351744.0,360617.0,370394.0,375027.0,378756.0,389822.0,406262.0,413525.0,412308.0,418728.0,422291.0,422396.0,425755.0,430282.0,436028.0,439575.0,445156.0,451327.0,453736.0,450457.0,442549.0,429260.0,412834.0,396511.0,378132.0,359289.0,343285.0,331071.0,319095.0,309722.0,303815.0,299050.0,293964.0,289256.0,287456.0,283514.0,273832.0,266021.0,262474.0,261730.0,259516.0,259415.0,262999.0,262911.0,260117.0,262155.0,267053.0,269340.0,272341.0,275092.0,280255.0,277788.0,267919.0,263906.0,257953.0,246839.0,241710.0,241190.0,236250.0,226912.0
84,250573,225594.0,198877.0,231103.0,248983.0,229658.0,253387.0,269531.0,274277.0,270932.0,267285.0,282312.0,285046.0,270713.0,266073.0,275924.0,283945.0,283457.0,289626.0,301083.0,317005.0,332341.0,340724.0,349962.0,354339.0,357862.0,368318.0,383851.0,390713.0,389564.0,395629.0,398996.0,399095.0,402269.0,406546.0,411975.0,415326.0,420600.0,426430.0,428706.0,425608.0,418136.0,405580.0,390061.0,374638.0,357273.0,339469.0,324348.0,312808.0,301493.0,292637.0,287055.0,282553.0,277748.0,273300.0,271599.0,267874.0,258726.0,251346.0,247995.0,247292.0,245200.0,245105.0,248491.0,248408.0,245768.0,247694.0,252321.0,254482.0,257318.0,259917.0,264795.0,262464.0,253140.0,249348.0,243723.0,233222.0,228376.0,227885.0,223218.0
85,241521,236047.0,212516.0,187348.0,217706.0,234549.0,216345.0,238698.0,253906.0,258377.0,255226.0,251790.0,265946.0,268522.0,255020.0,250649.0,259928.0,267485.0,267025.0,272836.0,283629.0,298628.0,313075.0,320972.0,329674.0,333798.0,337116.0,346966.0,361599.0,368063.0,366981.0,372694.0,375866.0,375959.0,378949.0,382978.0,388093.0,391249.0,396218.0,401710.0,403854.0,400935.0,393896.0,382068.0,367449.0,352920.0,336562.0,319790.0,305545.0,294674.0,284015.0,275673.0,270414.0,266173.0,261647.0,257457.0,255854.0,252345.0,243727.0,236775.0,233619.0,232956.0,230986.0,230896.0,234086.0,234008.0,231521.0,233335.0,237694.0,239730.0,242401.0,244849.0,249445.0,247249.0,238465.0,234893.0,229594.0,219702.0,215137.0,214674.0
86,219233,227520.0,222363.0,200196.0,176487.0,205085.0,220952.0,203803.0,224861.0,239187.0,243399.0,240430.0,237194.0,250529.0,252956.0,240236.0,236119.0,244860.0,251979.0,251545.0,257020.0,267187.0,281316.0,294926.0,302365.0,310563.0,314448.0,317573.0,326852.0,340637.0,346726.0,345707.0,351089.0,354077.0,354164.0,356981.0,360777.0,365595.0,368568.0,373249.0,378423.0,380442.0,377693.0,371062.0,359919.0,346148.0,332461.0,317051.0,301252.0,287832.0,277592.0,267550.0,259692.0,254738.0,250743.0,246479.0,242532.0,241022.0,237716.0,229598.0,223049.0,220076.0,219451.0,217596.0,217511.0,220516.0,220442.0,218100.0,219808.0,223915.0,225833.0,228349.0,230655.0,234985.0,232916.0,224641.0,221276.0,216284.0,206966.0,202665.0
87,202131,202256.0,209901.0,205143.0,184693.0,162820.0,189203.0,203842.0,188021.0,207448.0,220665.0,224550.0,221811.0,218826.0,231128.0,233367.0,221632.0,217834.0,225898.0,232466.0,232066.0,237117.0,246496.0,259531.0,272087.0,278950.0,286513.0,290097.0,292980.0,301541.0,314258.0,319876.0,318936.0,323901.0,326658.0,326738.0,329337.0,332839.0,337284.0,340026.0,344345.0,349118.0,350981.0,348445.0,342327.0,332047.0,319343.0,306715.0,292499.0,277923.0,265542.0,256095.0,246831.0,239582.0,235011.0,231326.0,227392.0,223750.0,222357.0,219307.0,211818.0,205776.0,203033.0,202457.0,200746.0,200667.0,203439.0,203371.0,201210.0,202786.0,206575.0,208345.0,210666.0,212793.0,216788.0,214879.0,207245.0,204141.0,199535.0,190939.0
88,183496,182543.0,182656.0,189560.0,185263.0,166795.0,147041.0,170868.0,184088.0,169800.0,187345.0,199281.0,202789.0,200316.0,197620.0,208730.0,210752.0,200154.0,196724.0,204007.0,209938.0,209577.0,214138.0,222609.0,234380.0,245720.0,251918.0,258748.0,261984.0,264588.0,272319.0,283804.0,288877.0,288029.0,292512.0,295002.0,295074.0,297422.0,300584.0,304599.0,307075.0,310975.0,315286.0,316968.0,314678.0,309153.0,299869.0,288396.0,276992.0,264154.0,250990.0,239809.0,231277.0,222911.0,216365.0,212237.0,208909.0,205356.0,202067.0,200809.0,198054.0,191291.0,185835.0,183357.0,182837.0,181292.0,181221.0,183724.0,183663.0,181711.0,183134.0,186556.0,188155.0,190251.0,192172.0,195780.0,194056.0,187161.0,184358.0,180198.0
89,157738,162141.0,161299.0,161399.0,167500.0,163703.0,147384.0,129929.0,150983.0,162664.0,150039.0,165542.0,176089.0,179189.0,177004.0,174622.0,184439.0,186225.0,176861.0,173830.0,180265.0,185506.0,185187.0,189217.0,196703.0,207104.0,217124.0,222601.0,228636.0,231495.0,233796.0,240627.0,250776.0,255258.0,254509.0,258470.0,260671.0,260734.0,262809.0,265603.0,269151.0,271339.0,274785.0,278594.0,280080.0,278057.0,273175.0,264971.0,254833.0,244757.0,233413.0,221781.0,211901.0,204362.0,196969.0,191185.0,187538.0,184597.0,181457.0,178551.0,177440.0,175005.0,169029.0,164208.0,162019.0,161559.0,160194.0,160131.0,162343.0,162289.0,160564.0,161821.0,164845.0,166258.0,168110.0,169808.0,172996.0,171472.0,165380.0,162903.0
90,133023,136310.0,140115.0,139387.0,139474.0,144746.0,141465.0,127363.0,112279.0,130473.0,140567.0,129657.0,143054.0,152168.0,154847.0,152959.0,150900.0,159384.0,160927.0,152835.0,150216.0,155777.0,160306.0,160030.0,163513.0,169982.0,178970.0,187629.0,192362.0,197577.0,200048.0,202036.0,207939.0,216709.0,220582.0,219935.0,223358.0,225260.0,225315.0,227108.0,229522.0,232588.0,234479.0,237457.0,240748.0,242032.0,240284.0,236065.0,228976.0,220215.0,211508.0,201705.0,191653.0,183115.0,176600.0,170212.0,165213.0,162062.0,159520.0,156807.0,154296.0,153336.0,151231.0,146067.0,141901.0,140010.0,139612.0,138432.0,138378.0,140289.0,140243.0,138752.0,139838.0,142452.0,143673.0,145273.0,146740.0,149495.0,148178.0,142914.0
91,110871,112363.0,115139.0,118353.0,117738.0,117812.0,122265.0,119494.0,107582.0,94841.0,110209.0,118735.0,109519.0,120836.0,128534.0,130797.0,129202.0,127463.0,134629.0,135933.0,129098.0,126885.0,131583.0,135408.0,135175.0,138117.0,143581.0,151173.0,158488.0,162486.0,166891.0,168978.0,170657.0,175643.0,183051.0,186323.0,185776.0,188667.0,190274.0,190320.0,191835.0,193874.0,196464.0,198061.0,200577.0,203357.0,204441.0,202965.0,199401.0,193413.0,186013.0,178658.0,170377.0,161887.0,154675.0,149172.0,143776.0,139553.0,136892.0,134744.0,132453.0,130332.0,129521.0,127743.0,123381.0,119862.0,118265.0,117928.0,116932.0,116886.0,118500.0,118461.0,117202.0,118119.0,120327.0,121359.0,122710.0,123949.0,126276.0,125164.0
92,89742,91493.0,92724.0,95015.0,97667.0,97159.0,97221.0,100895.0,98609.0,88779.0,78264.0,90946.0,97982.0,90377.0,99716.0,106069.0,107936.0,106620.0,105185.0,111098.0,112174.0,106534.0,104708.0,108585.0,111741.0,111549.0,113977.0,118486.0,124751.0,130787.0,134086.0,137721.0,139444.0,140829.0,144944.0,151057.0,153757.0,153306.0,155691.0,157017.0,157055.0,158306.0,159988.0,162126.0,163443.0,165520.0,167814.0,168708.0,167490.0,164549.0,159608.0,153501.0,147432.0,140598.0,133592.0,127641.0,123099.0,118646.0,115162.0,112966.0,111193.0,109303.0,107552.0,106883.0,105416.0,101816.0,98912.0,97594.0,97316.0,96494.0,96456.0,97788.0,97756.0,96717.0,97474.0,99296.0,100148.0,101262.0,102285.0,104205.0
93,71168,72310.0,73720.0,74712.0,76558.0,78695.0,78286.0,78336.0,81296.0,79454.0,71534.0,63061.0,73280.0,78949.0,72821.0,80346.0,85465.0,86969.0,85909.0,84753.0,89517.0,90384.0,85840.0,84368.0,87492.0,90035.0,89880.0,91837.0,95470.0,100518.0,105381.0,108040.0,110969.0,112357.0,113473.0,116788.0,121714.0,123890.0,123526.0,125448.0,126516.0,126547.0,127555.0,128910.0,130633.0,131694.0,133368.0,135216.0,135936.0,134955.0,132585.0,128604.0,123683.0,118793.0,113287.0,107642.0,102847.0,99187.0,95599.0,92792.0,91022.0,89594.0,88071.0,86660.0,86121.0,84939.0,82038.0,79698.0,78636.0,78412.0,77750.0,77719.0,78793.0,78767.0,77930.0,78540.0,80008.0,80694.0,81592.0,82416.0
94,54584,55958.0,56856.0,57965.0,58745.0,60196.0,61876.0,61555.0,61594.0,63921.0,62473.0,56246.0,49584.0,57619.0,62076.0,57258.0,63174.0,67199.0,68382.0,67549.0,66640.0,70385.0,71067.0,67494.0,66337.0,68793.0,70793.0,70671.0,72210.0,75066.0,79035.0,82859.0,84950.0,87253.0,88344.0,89222.0,91828.0,95701.0,97412.0,97126.0,98637.0,99477.0,99501.0,100294.0,101359.0,102714.0,103548.0,104865.0,106318.0,106884.0,106112.0,104249.0,101119.0,97250.0,93405.0,89075.0,84637.0,80867.0,77989.0,75168.0,72961.0,71569.0,70446.0,69248.0,68139.0,67715.0,66786.0,64505.0,62665.0,61830.0,61654.0,61133.0,61109.0,61953.0,61933.0,61275.0,61754.0,62909.0,63448.0,64154.0
95,41421,41856.0,42909.0,43598.0,44448.0,45046.0,46159.0,47447.0,47201.0,47231.0,49015.0,47905.0,43130.0,38022.0,44183.0,47601.0,43906.0,48443.0,51529.0,52436.0,51797.0,51100.0,53972.0,54495.0,51755.0,50868.0,52751.0,54285.0,54191.0,55371.0,57561.0,60605.0,63537.0,65141.0,66907.0,67743.0,68416.0,70415.0,73385.0,74697.0,74477.0,75636.0,76280.0,76299.0,76907.0,77723.0,78762.0,79402.0,80412.0,81526.0,81960.0,81368.0,79939.0,77539.0,74572.0,71624.0,68304.0,64901.0,62010.0,59803.0,57640.0,55947.0,54880.0,54019.0,53100.0,52250.0,51925.0,51212.0,49463.0,48052.0,47412.0,47277.0,46878.0,46859.0,47506.0,47491.0,46986.0,47354.0,48239.0,48653.0
96,30306,30956.0,31281.0,32068.0,32583.0,33218.0,33665.0,34497.0,35459.0,35275.0,35298.0,36631.0,35801.0,32233.0,28415.0,33020.0,35574.0,32813.0,36204.0,38510.0,39188.0,38710.0,38189.0,40336.0,40726.0,38679.0,38016.0,39423.0,40570.0,40499.0,41381.0,43018.0,45293.0,47484.0,48683.0,50002.0,50627.0,51130.0,52624.0,54844.0,55824.0,55660.0,56526.0,57007.0,57022.0,57476.0,58086.0,58862.0,59341.0,60095.0,60928.0,61252.0,60810.0,59742.0,57948.0,55731.0,53528.0,51047.0,48503.0,46343.0,44693.0,43077.0,41812.0,41014.0,40371.0,39684.0,39049.0,38806.0,38273.0,36966.0,35911.0,35433.0,35332.0,35034.0,35020.0,35503.0,35492.0,35115.0,35390.0,36051.0
97,21439,22059.0,22532.0,22769.0,23341.0,23716.0,24179.0,24504.0,25109.0,25810.0,25676.0,25693.0,26663.0,26059.0,23462.0,20683.0,24034.0,25893.0,23884.0,26352.0,28030.0,28524.0,28176.0,27797.0,29360.0,29643.0,28153.0,27671.0,28695.0,29530.0,29478.0,30120.0,31312.0,32968.0,34562.0,35435.0,36395.0,36850.0,37216.0,38304.0,39920.0,40633.0,40513.0,41144.0,41494.0,41505.0,41835.0,42279.0,42844.0,43193.0,43742.0,44348.0,44584.0,44262.0,43485.0,42179.0,40565.0,38962.0,37156.0,35304.0,33732.0,32531.0,31355.0,30434.0,29853.0,29385.0,28885.0,28423.0,28246.0,27858.0,26907.0,26139.0,25791.0,25717.0,25500.0,25490.0,25842.0,25834.0,25559.0,25759.0
98,14964,15188.0,15627.0,15962.0,16130.0,16535.0,16801.0,17129.0,17359.0,17787.0,18284.0,18189.0,18201.0,18888.0,18460.0,16621.0,14652.0,17026.0,18343.0,16920.0,18668.0,19857.0,20207.0,19960.0,19692.0,20799.0,20999.0,19944.0,19602.0,20328.0,20919.0,20882.0,21337.0,22182.0,23355.0,24484.0,25102.0,25782.0,26105.0,26364.0,27135.0,28280.0,28785.0,28700.0,29147.0,29395.0,29402.0,29636.0,29951.0,30351.0,30598.0,30987.0,31416.0,31584.0,31355.0,30805.0,29880.0,28736.0,27601.0,26322.0,25010.0,23896.0,23045.0,22212.0,21560.0,21148.0,20817.0,20462.0,20135.0,20010.0,19735.0,19061.0,18517.0,18270.0,18218.0,18064.0,18057.0,18307.0,18301.0,18106.0
99,9836,10309.0,10464.0,10766.0,10997.0,11113.0,11392.0,11575.0,11801.0,11959.0,12254.0,12597.0,12531.0,12539.0,13013.0,12718.0,11451.0,10094.0,11730.0,12637.0,11657.0,12861.0,13680.0,13921.0,13751.0,13567.0,14329.0,14467.0,13740.0,13505.0,14005.0,14412.0,14386.0,14700.0,15282.0,16090.0,16868.0,17294.0,17762.0,17985.0,18163.0,18694.0,19483.0,19831.0,19772.0,20080.0,20251.0,20256.0,20417.0,20634.0,20910.0,21080.0,21348.0,21644.0,21759.0,21602.0,21223.0,20585.0,19797.0,19015.0,18134.0,17230.0,16463.0,15877.0,15303.0,14853.0,14570.0,14342.0,14097.0,13872.0,13786.0,13596.0,13132.0,12757.0,12587.0,12551.0,12445.0,12440.0,12612.0,12608.0
100,13938,14251.0,14740.0,15112.0,15519.0,15897.0,16183.0,16528.0,16839.0,17161.0,17445.0,17799.0,18222.0,18411.0,18520.0,18898.0,18908.0,18065.0,16694.0,17035.0,17829.0,17610.0,18296.0,19221.0,19892.0,20147.0,20164.0,20683.0,21061.0,20782.0,20471.0,20635.0,20997.0,21179.0,21489.0,22050.0,22900.0,23888.0,24716.0,25485.0,26057.0,26491.0,27085.0,27940.0,28643.0,28991.0,29388.0,29720.0,29907.0,30118.0,30379.0,30707.0,31001.0,31343.0,31729.0,32018.0,32072.0,31848.0,31297.0,30466.0,29486.0,28357.0,27131.0,25943.0,24898.0,23939.0,23110.0,22464.0,21957.0,21513.0,21119.0,20844.0,20566.0,20102.0,19596.0,19205.0,18966.0,18763.0,18648.0,18699.0
